GO NO,ARREST BOOKING NO_PK,PIN,AGE,SEX,RACE,ETHNICITY,ARREST DATE,ARREST TIME,BT,ARREST REASON,ARREST TYPE,SUMMARY OF FACTS,ARREST OFFICER,ARREST OFFICER NAME,CURRENT STATUS,YOUNG OFFENDER?
SJ2021210350063,SJ20212170,442294502,25,M,B,B,2/4/2021,311,N5,CRIMINAL CITATION,SUMMONED/CITED,HIT AND RUN (CITE),4833,PADILLA NAVARIJO,CITED,N
SJ2021210350066,SJ20212354,441736473,34,M,A,A,2/4/2021,246,M3,CRIMINAL CITATION,SUMMONED/CITED,VANDALISM (CITE),4614,NEILL,CITED,N
SJ2021210350145,SJ20211249,441814278,42,M,W,W,2/4/2021,602,A3,ON VIEW,ON VIEW ARREST,TRANS/SELL CONTRLD SUB (ONVW),,,CHARGED/BOOKED,N
SJ2021210350145,SJ20211250,441983392,29,M,W,W,2/4/2021,602,A3,ON VIEW,ON VIEW ARREST,USE ACCESS CARD ACCOUNT INFORMATION W/O CONSENT (ONVW),,,CHARGED/BOOKED,N
SJ2021210350191,SJ20211266,441839087,36,M,B,B,2/4/2021,928,,ON VIEW,ON VIEW ARREST,POSSESS CONTROLLED SUBSTANCE (ONVW),,,CHARGED/BOOKED,N
SJ2021210350230,SJ20211269,442059182,31,M,B,B,2/4/2021,915,S1,ON VIEW,ON VIEW ARREST,TRESPASS:REFUSE TO LEAVE PROPERTY:PEACE OFFICER RE (ONVW),,,CHARGED/BOOKED,N
SJ2021210350301,SJ20211265,441889630,43,M,H,H,2/4/2021,1038,,ON VIEW,ON VIEW ARREST,VANDALISM (ONVW),,,CHARGED/BOOKED,N
SJ2021210350413,SJ20212310,442298118,24,F,B,B,2/4/2021,1256,E3,ON VIEW,ON VIEW ARREST,ROBBERY (ONVW),,,CHARGED/BOOKED,N
SJ2021210350445,SJ20212515,442294578,28,M,H,H,2/4/2021,1403,S2,ON VIEW,ON VIEW ARREST,INFLICT CORP INJ ON SPOUSE/COHAB (ONVW),,,CHARGED/BOOKED,N
SJ2021210350585,SJ20211653,225773572,33,M,V,V,2/4/2021,1759,R2,ON VIEW,ON VIEW ARREST,POSS CONTRLD SUB F/SALE (ONVW),,,CHARGED/BOOKED,N
SJ2021210350599,SJ20212087,221053209,43,M,H,H,2/4/2021,1608,E2,CRIMINAL CITATION,SUMMONED/CITED,TRESPASSING (CITE),4885,KAYZAR,CITED,N
SJ2021210350600,SJ20211271,441860442,38,F,W,W,2/4/2021,1722,A4,ON VIEW,ON VIEW ARREST,BAT:SPOUSE/EX SP/DATE/ETC (ONVW),4814,CONWAY,CHARGED/BOOKED,N
SJ2021210350630,SJ20211268,327952,31,M,H,H,2/4/2021,1640,X3,ON VIEW,ON VIEW ARREST,FELON/ETC POSS/ETC FIREARM (ONVW),,,CHARGED/BOOKED,N
SJ2021210350679,SJ20211267,441746758,22,M,A,A,2/4/2021,1659,P1,ON VIEW,ON VIEW ARREST,POSSESS UNLAWFUL PARAPHERNALIA (ONVW),,,CHARGED/BOOKED,N
SJ2021210350688,SJ20211275,441741365,55,M,V,V,2/4/2021,1810,,ON VIEW,ON VIEW ARREST,THREATS TO COMMIT CRIME RESULTING IN DEATH OR GBI (ONVW),,,CHARGED/BOOKED,N
SJ2021210350699,SJ20212850,441773980,42,M,H,H,2/4/2021,1745,K1,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4570,CONTRERAS,CITED,N
SJ2021210350713,SJ20211274,441882570,39,M,H,H,2/4/2021,1729,K4,ON VIEW,ON VIEW ARREST,POSS CONTRLD SUB F/SALE (ONVW),,,CHARGED/BOOKED,N
SJ2021210350736,SJ20212168,291373846,41,M,H,H,2/4/2021,1811,L2,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4489,HUNTER,CITED,N
SJ2021210350736,SJ20211270,441805357,62,M,B,B,2/4/2021,1747,L2,ON VIEW,ON VIEW ARREST,TRANS/SELL CONTRLD SUB (ONVW),,,CHARGED/BOOKED,N
SJ2021210350808,SJ20212169,441823131,41,F,W,W,2/4/2021,1918,,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4729,TORRES,CITED,N
SJ2021210350822,SJ20211273,442241457,40,M,H,H,2/4/2021,1857,,ON VIEW,ON VIEW ARREST,THEFT OR UNAUTHORIZED USE OF VEHICLE (ONVW),,,CHARGED/BOOKED,N
SJ2021210350828,SJ20211281,442294662,36,M,H,H,2/4/2021,1935,K6,LOCAL ARREST WARRANT,TAKEN INTO CUSTODY/WARRANT ARREST ONLY,KNOWLEDGE OF A FELONY HAVING BEEN COMMITTED (LWAR),,,CHARGED/BOOKED,N
SJ2021210350850,SJ20211282,186844939,30,M,H,H,2/4/2021,1941,C4,ON VIEW,ON VIEW ARREST,POSSESSION FOR SALE OR PURCHASE FOR PURPOSE OF SALE OF A CONTR (ONVW),,,CHARGED/BOOKED,N
SJ2021210350945,SJ20213961,441743728,39,M,H,H,2/4/2021,2217,C6,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4500,LOW,CITED,N
SJ2021210350964,SJ20211280,61014278,31,M,H,H,2/4/2021,2211,E1,ON VIEW,ON VIEW ARREST,THEFT OR UNAUTHORIZED USE OF VEHICLE (ONVW),,,CHARGED/BOOKED,N
SJ2021210350967,SJ20211784,441865098,40,M,H,H,2/4/2021,2249,L2,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4868,HUANG,CITED,N
SJ2021210350967,SJ20211277,442072641,29,M,H,H,2/4/2021,2313,L2,ON VIEW,ON VIEW ARREST,FORGERY (ONVW),,,CHARGED/BOOKED,N
SJ2021210350990,SJ20212142,288817409,40,M,B,B,2/4/2021,2320,R4,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4679,THOMPSON III,CITED,N
SJ2021210350998,SJ20211276,252379413,34,M,H,H,2/4/2021,2340,C6,ON VIEW,ON VIEW ARREST,CONTEMPT:DISOBEY CRT ORDR (ONVW),,,CHARGED/BOOKED,N
SJ2021210351001,SJ20211278,441820153,29,M,H,H,2/4/2021,2321,M3,ON VIEW,ON VIEW ARREST,POSSESSION OF A DIRK OR DAGGER (ONVW),,,CHARGED/BOOKED,N
SJ2021210351003,SJ20211279,322962186,28,M,H,H,2/4/2021,2343,K2,ON VIEW,ON VIEW ARREST,VANDALISM ($400.00 OR MORE) (ONVW),,,CHARGED/BOOKED,N
SJ2021J3452494 C,SJ20212850,441773980,42,M,H,H,2/4/2021,1745,K1,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4570,CONTRERAS,CITED,N
SJ2021J3452495 C,SJ20212169,441823131,41,F,W,W,2/4/2021,1918,,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4729,TORRES,CITED,N
SJ2021J3459484 C,SJ20213961,441743728,39,M,H,H,2/4/2021,2217,C6,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4500,LOW,CITED,N
SJ2021J3468932 C,SJ20212354,441736473,34,M,A,A,2/4/2021,246,M3,CRIMINAL CITATION,SUMMONED/CITED,VANDALISM (CITE),4614,NEILL,CITED,N
SJ2021J3471907 C,SJ20212142,288817409,40,M,B,B,2/4/2021,2320,R4,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4679,THOMPSON III,CITED,N
SJ2021J3474398 C,SJ20212087,221053209,43,M,H,H,2/4/2021,1608,E2,CRIMINAL CITATION,SUMMONED/CITED,TRESPASSING (CITE),4885,KAYZAR,CITED,N
SJ2021J3474966 C,SJ20211784,441865098,40,M,H,H,2/4/2021,2249,L2,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4868,HUANG,CITED,N
SJ2021J3475137 C,SJ20212168,291373846,41,M,H,H,2/4/2021,1811,L2,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4489,HUNTER,CITED,N
SJ2021J3475605 C,SJ20212170,442294502,25,M,B,B,2/4/2021,311,N5,CRIMINAL CITATION,SUMMONED/CITED,HIT AND RUN (CITE),4833,PADILLA NAVARIJO,CITED,N
SJ2021WARRANT C,SJ20213982,441781617,34,M,H,F,2/4/2021,2036,R2,CRIMINAL CITATION,SUMMONED/CITED,PETTY THEFT (CITE),4804,DIVINA JR,CITED,N
SJ2021WARRANT C,SJ20213963,442238378,41,M,W,W,2/4/2021,540,Y4,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4034,MAGALANG,CITED,N
SJ2021WARRANT C,SJ20213976,288817409,40,M,B,B,2/4/2021,2320,R4,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4679,THOMPSON III,CITED,N
SJ2021WARRANT C,SJ20213979,441904844,24,F,B,B,2/4/2021,236,R5,CRIMINAL CITATION,SUMMONED/CITED,"RESISTING, DELAYING, OBSTRUCTING AN OFFICER (CITE)",,,CITED,N
SJ2021210350310,SJ20211667,442016248,14,M,H,O,2/5/2021,925,,CRIMINAL CITATION,SUMMONED/CITED,STOLEN VEHIC,,,CITED,Y
SJ2021210351027,SJ20211285,442294674,25,M,H,H,2/5/2021,322,R3,ON VIEW,ON VIEW ARREST,L & L CONDUCT UPON CHILD (ONVW),4359,HALL,CHARGED/BOOKED,N
SJ2021210351034,SJ20211286,441913412,36,M,H,H,2/5/2021,106,Y5,ON VIEW,ON VIEW ARREST,POSS SPEC CONTROL SUB WHILE IN POSSESSION OF LOADED FIREARM (ONVW),,,CHARGED/BOOKED,N
SJ2021210360054,SJ20211287,317522697,44,M,H,H,2/5/2021,345,A5,ON VIEW,ON VIEW ARREST,BURGLARY: FIRST DEGREE (ONVW),,,CHARGED/BOOKED,N
SJ2021210360058,SJ20211704,441825076,16,M,H,H,2/5/2021,157,,ON VIEW,ON VIEW ARREST,ROBBERY/POSN UNREG FIREARM/POSN LOADED FIREARM/POSN FIREARM,,,CHARGED/BOOKED,Y
SJ2021210360058,SJ20211284,442098611,24,M,H,H,2/5/2021,157,F1,ON VIEW,ON VIEW ARREST,ROBBERY (ONVW),,,CHARGED/BOOKED,N
SJ2021210360058,SJ20211283,441986913,20,M,H,H,2/5/2021,157,F1,ON VIEW,ON VIEW ARREST,ROBBERY (ONVW),,,CHARGED/BOOKED,N
SJ2021210360152,SJ20211289,442067599,36,M,H,H,2/5/2021,1158,X2,ON VIEW,ON VIEW ARREST,BAT:SPOUSE/EX SP/DATE/ETC (ONVW),4554,EPPERSON,CHARGED/BOOKED,N
SJ2021210360185,SJ20211290,442171985,27,F,W,W,2/5/2021,901,,ON VIEW,ON VIEW ARREST,CONTEMPT:DISOBEY COURT ORDER/ETC (ONVW),,,CHARGED/BOOKED,N
SJ2021210360239,SJ20211469,442133739,54,M,H,H,2/5/2021,1007,,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4400,CRISTANCHO,CITED,N
SJ2021210360258,SJ20211783,169804292,44,M,H,H,2/5/2021,955,,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),,,CITED,N
SJ2021210360259,SJ20211794,441747554,43,M,W,W,2/5/2021,1010,,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4418,ZASLY,CITED,N
SJ2021210360260,SJ20211792,442294671,38,M,W,W,2/5/2021,957,E1,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4809,VERGANO,CITED,N
SJ2021210360261,SJ20211288,441982446,47,M,H,H,2/5/2021,1028,,ON VIEW,ON VIEW ARREST,POSSESS CONTROLLED SUBSTANCE (ONVW),4412,DAWSON JR,CHARGED/BOOKED,N
SJ2021210360268,SJ20212595,201916680,41,M,H,H,2/5/2021,1019,K6,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4862,FULLERTON-SANDER,CITED,N
SJ2021210360308,SJ20211779,442130755,42,M,B,B,2/5/2021,1100,,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4432,NAIL,CITED,N
SJ2021210360317,SJ20212695,442212074,18,M,B,B,2/5/2021,1200,,CRIMINAL CITATION,SUMMONED/CITED,VANDALISM (CITE),3634,MC ALAVEY,CITED,N
SJ2021210360349,SJ20211301,441834748,31,M,A,V,2/5/2021,1331,Y3,ON VIEW,ON VIEW ARREST,WILLFUL HARM/INJURY TO CHILD ENDANGERING PERSON OR HEALTH (ONVW),4792,GARCIA,CHARGED/BOOKED,N
SJ2021210360391,SJ20211785,442005170,26,M,H,H,2/5/2021,1305,K6,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4496,LOPEZ,CITED,N
SJ2021210360411,SJ20211791,442294742,27,M,B,B,2/5/2021,55,E3,CRIMINAL CITATION,SUMMONED/CITED,PETTY THEFT (CITE),2869,GUERRA,CITED,N
SJ2021210360426,SJ20212414,186845965,43,M,H,H,2/5/2021,1312,E3,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4568,ANAYA,CITED,N
SJ2021210360429,SJ20211291,441739244,32,M,W,W,2/5/2021,1447,E1,ON VIEW,ON VIEW ARREST,OBSTRUCT/RESIST PUB OFCR (ONVW),4863,BELHAMRA,CHARGED/BOOKED,N
SJ2021210360436,SJ20211331,442295026,31,F,W,W,2/5/2021,1405,T3,ON VIEW,ON VIEW ARREST,ASSAULT ON PEACE OFCR OR FIREFIGHTR W/DEADLY WEAPN-NOT FIREARM (ONVW),4864,CORDERO,CHARGED/BOOKED,N
SJ2021210360477,SJ20211299,442285988,21,M,H,H,2/5/2021,1551,,ON VIEW,ON VIEW ARREST,CONSP TO COMMIT A FEL (ONVW),,,CHARGED/BOOKED,N
SJ2021210360501,SJ20211788,167512068,34,M,H,H,2/5/2021,1457,Y4,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4734,STIEHR,CITED,N
SJ2021210360543,SJ20211322,441751496,60,M,W,W,2/5/2021,1600,Y1,ON VIEW,ON VIEW ARREST,DUI .08 BLOOD ALCHO AND CAUSING INJURY (ONVW),,,CHARGED/BOOKED,N
SJ2021210360548,SJ20211293,442123505,40,M,H,H,2/5/2021,1556,F5,ON VIEW,ON VIEW ARREST,POSS CONTRLD SUB F/SALE (ONVW),,,CHARGED/BOOKED,N
SJ2021210360566,SJ20211780,318177537,36,M,H,H,2/5/2021,1653,M4,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4627,NGUYEN,CITED,N
SJ2021210360602,SJ20211296,254673158,35,F,H,H,2/5/2021,1717,K1,ON VIEW,ON VIEW ARREST,VIO CRT ORD TO PREVNT DOMES VIOL (ONVW),4730,PUJOLS,CHARGED/BOOKED,N
SJ2021210360612,SJ20211297,441744771,25,M,B,B,2/5/2021,1747,P1,ON VIEW,ON VIEW ARREST,THREATEN CRIME WITH INTENT TO TERRORIZE (ONVW),,,CHARGED/BOOKED,N
SJ2021210360625,SJ20211789,441774677,38,F,A,A,2/5/2021,1758,F4,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4867,ELIE,CITED,N
SJ2021210360625,SJ20211292,169804303,49,M,V,V,2/5/2021,1757,F4,ON VIEW,ON VIEW ARREST,POSSESSION OF AMMUNITION BY PROHIBITED PERSON (ONVW),,,CHARGED/BOOKED,N
SJ2021210360665,SJ20211781,441808620,50,M,H,H,2/5/2021,1830,S3,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4889,KWIATKOWSKI,CITED,N
SJ2021210360717,SJ20211294,442294762,29,M,H,H,2/5/2021,1930,L4,ON VIEW,ON VIEW ARREST,RECKLESS DRIVING (ONVW),,,CHARGED/BOOKED,N
SJ2021210360765,SJ20212697,441864644,18,M,H,H,2/5/2021,2112,V3,CRIMINAL CITATION,SUMMONED/CITED,BATTERY ON PERSON (PUNISHMENT) (CITE),4493,HERNANDEZ,CITED,N
SJ2021210360765,SJ20212694,441753020,53,M,H,H,2/5/2021,2053,V3,CRIMINAL CITATION,SUMMONED/CITED,BATTERY ON PERSON (PUNISHMENT) (CITE),4498,HISATOMI,CITED,N
SJ2021210360765,SJ20212696,442284232,37,M,H,H,2/5/2021,2210,V3,CRIMINAL CITATION,SUMMONED/CITED,BATTERY ON PERSON (PUNISHMENT) (CITE),4498,HISATOMI,CITED,N
SJ2021210360802,SJ20211303,442038255,19,M,H,H,2/5/2021,2029,L6,ON VIEW,ON VIEW ARREST,CARRY CONCEALED WEAPON IN VEHICLE (ONVW),,,CHARGED/BOOKED,N
SJ2021210360814,SJ20211298,441758309,35,M,H,H,2/5/2021,2040,,ON VIEW,ON VIEW ARREST,DISCHARGE LASER AT OCCUPIED AIRCRAFT (ONVW),,,CHARGED/BOOKED,N
SJ2021210360828,SJ20212143,441727148,27,M,H,H,2/5/2021,2104,L6,CRIMINAL CITATION,SUMMONED/CITED,FAILING TO PROVIDE EVIDENCE OF FINANCIAL RESPONSIBILITY (CITE),4503,JOHNSON,CITED,N
SJ2021210360864,SJ20211306,442294810,44,M,H,H,2/5/2021,2252,N2,ON VIEW,ON VIEW ARREST,WILLFUL HARM/INJURY TO CHILD ENDANGERING PERSON OR HEALTH (ONVW),,,CHARGED/BOOKED,N
SJ2021210360868,SJ20212415,442294764,32,M,H,H,2/5/2021,2134,P4,CRIMINAL CITATION,SUMMONED/CITED,FRONT PLATE (CITE),4485,ORTIZ,CITED,N
SJ2021210360873,SJ20212416,442294768,19,M,H,H,2/5/2021,2138,P4,CRIMINAL CITATION,SUMMONED/CITED,SPECTATORS PROHIBITED AT STREET RACES N RECKLESS DRVNG EXHB (CITE),4712,ROUSSEU,CITED,N
SJ2021210360873,SJ20212596,442294769,18,F,H,H,2/5/2021,2141,P4,CRIMINAL CITATION,SUMMONED/CITED,SPECTATORS PROHIBITED AT STREET RACES N RECKLESS DRVNG EXHB (CITE),4638,WHITE,CITED,N
SJ2021210360892,SJ20212597,442294765,20,M,A,A,2/5/2021,2207,P3,CRIMINAL CITATION,SUMMONED/CITED,SPECTATORS PROHIBITED AT STREET RACES N RECKLESS DRVNG EXHB (CITE),4712,ROUSSEU,CITED,N
SJ2021210360894,SJ20211315,441825654,36,F,H,H,2/5/2021,2210,,ON VIEW,ON VIEW ARREST,TRANS/SELL CONTRLD SUB (ONVW),,,CHARGED/BOOKED,N
SJ2021210360894,SJ20211316,441939111,30,M,H,H,2/5/2021,2210,,ON VIEW,ON VIEW ARREST,TRANS/SELL CONTRLD SUB (ONVW),,,CHARGED/BOOKED,N
SJ2021210360918,SJ20212599,441733867,49,M,F,F,2/5/2021,2228,M4,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4778,MACINNES,CITED,N
SJ2021210360922,SJ20211295,442077560,20,F,B,B,2/5/2021,2235,S5,ON VIEW,ON VIEW ARREST,UNLAWFUL TO LOITER IN PUBLIC W/INTENT TO COMMIT PROSTITUION (ONVW),4568,ANAYA,CHARGED/BOOKED,N
SJ2021210360938,SJ20211300,441849261,33,F,A,A,2/5/2021,2306,X3,ON VIEW,ON VIEW ARREST,CONTEMPT:DISOBEY CRT ORDR (ONVW),4538,THOMSEN,CHARGED/BOOKED,N
SJ2021210360963,SJ20211787,442294890,20,M,H,H,2/5/2021,2325,Y5,CRIMINAL CITATION,SUMMONED/CITED,SPECTATORS PROHIBITED AT STREET RACES N RECKLESS DRVNG EXHB (CITE),4559,BROWER,CITED,N
SJ2021210360963,SJ20212594,442294891,19,M,H,H,2/5/2021,2324,Y5,CRIMINAL CITATION,SUMMONED/CITED,SPECTATORS PROHIBITED AT STREET RACES N RECKLESS DRVNG EXHB (CITE),4559,BROWER,CITED,N
SJ2021J3395629 C,SJ20211792,442294671,38,M,W,W,2/5/2021,957,E1,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4809,VERGANO,CITED,N
SJ2021J3433921 C,SJ20212694,441753020,53,M,H,H,2/5/2021,2053,V3,CRIMINAL CITATION,SUMMONED/CITED,BATTERY ON PERSON (PUNISHMENT) (CITE),4498,HISATOMI,CITED,N
SJ2021J3433922 C,SJ20212697,441864644,18,M,H,H,2/5/2021,2112,V3,CRIMINAL CITATION,SUMMONED/CITED,BATTERY ON PERSON (PUNISHMENT) (CITE),4493,HERNANDEZ,CITED,N
SJ2021J3433923 C,SJ20212696,442284232,37,M,H,H,2/5/2021,2210,V3,CRIMINAL CITATION,SUMMONED/CITED,BATTERY ON PERSON (PUNISHMENT) (CITE),4498,HISATOMI,CITED,N
SJ2021J3447585 C,SJ20211780,318177537,36,M,H,H,2/5/2021,1653,M4,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4627,NGUYEN,CITED,N
SJ2021J3456932 C,SJ20212695,442212074,18,M,B,B,2/5/2021,1200,,CRIMINAL CITATION,SUMMONED/CITED,VANDALISM (CITE),3634,MC ALAVEY,CITED,N
SJ2021J3471654 C,SJ20211788,167512068,34,M,H,H,2/5/2021,1457,Y4,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4734,STIEHR,CITED,N
SJ2021J3473684 C,SJ20211779,442130755,42,M,B,B,2/5/2021,1100,,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4432,NAIL,CITED,N
SJ2021J3474404 C,SJ20212598,442299239,37,M,O,O,2/5/2021,1120,A3,CRIMINAL CITATION,SUMMONED/CITED,RECKLESS DRIVING (CITE),4490,GONZALEZ,CITED,N
SJ2021J3474984 C,SJ20212415,442294764,32,M,H,H,2/5/2021,2134,P4,CRIMINAL CITATION,SUMMONED/CITED,FRONT PLATE (CITE),4485,ORTIZ,CITED,N
SJ2021J3475111 C,SJ20211783,169804292,44,M,H,H,2/5/2021,955,,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),,,CITED,N
SJ2021J3475138 C,SJ20212143,441727148,27,M,H,H,2/5/2021,2104,L6,CRIMINAL CITATION,SUMMONED/CITED,FAILING TO PROVIDE EVIDENCE OF FINANCIAL RESPONSIBILITY (CITE),4503,JOHNSON,CITED,N
SJ2021J3475487 C,SJ20212416,442294768,19,M,H,H,2/5/2021,2138,P4,CRIMINAL CITATION,SUMMONED/CITED,SPECTATORS PROHIBITED AT STREET RACES N RECKLESS DRVNG EXHB (CITE),4712,ROUSSEU,CITED,N
SJ2021J3475488 C,SJ20212597,442294765,20,M,A,A,2/5/2021,2207,P3,CRIMINAL CITATION,SUMMONED/CITED,SPECTATORS PROHIBITED AT STREET RACES N RECKLESS DRVNG EXHB (CITE),4712,ROUSSEU,CITED,N
SJ2021J3475635 C,SJ20211787,442294890,20,M,H,H,2/5/2021,2325,Y5,CRIMINAL CITATION,SUMMONED/CITED,SPECTATORS PROHIBITED AT STREET RACES N RECKLESS DRVNG EXHB (CITE),4559,BROWER,CITED,N
SJ2021J3475786 C,SJ20211789,441774677,38,F,A,A,2/5/2021,1758,F4,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4867,ELIE,CITED,N
SJ2021J3475907 C,SJ20211785,442005170,26,M,H,H,2/5/2021,1305,K6,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4496,LOPEZ,CITED,N
SJ2021J3476140 C,SJ20212595,201916680,41,M,H,H,2/5/2021,1019,K6,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4862,FULLERTON-SANDER,CITED,N
SJ2021J3476373 C,SJ20212596,442294769,18,F,H,H,2/5/2021,2141,P4,CRIMINAL CITATION,SUMMONED/CITED,SPECTATORS PROHIBITED AT STREET RACES N RECKLESS DRVNG EXHB (CITE),4638,WHITE,CITED,N
SJ2021J3476985 C,SJ20212599,441733867,49,M,F,F,2/5/2021,2228,M4,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4778,MACINNES,CITED,N
SJ2021J3477190 C,SJ20212594,442294891,19,M,H,H,2/5/2021,2324,Y5,CRIMINAL CITATION,SUMMONED/CITED,SPECTATORS PROHIBITED AT STREET RACES N RECKLESS DRVNG EXHB (CITE),4559,BROWER,CITED,N
SJ2021J3479180 C,SJ20211469,442133739,54,M,H,H,2/5/2021,1007,,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4400,CRISTANCHO,CITED,N
SJ2021J3479233 C,SJ20211791,442294742,27,M,B,B,2/5/2021,55,E3,CRIMINAL CITATION,SUMMONED/CITED,PETTY THEFT (CITE),2869,GUERRA,CITED,N
SJ2021J3479627 C,SJ20211781,441808620,50,M,H,H,2/5/2021,1830,S3,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4889,KWIATKOWSKI,CITED,N
SJ2021J3479826 C,SJ20211794,441747554,43,M,W,W,2/5/2021,1010,,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4418,ZASLY,CITED,N
SJ2021JJ3479776 C,SJ20212414,186845965,43,M,H,H,2/5/2021,1312,E3,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4568,ANAYA,CITED,N
SJ2021WARRANT C,SJ20213952,215810307,24,M,W,W,2/5/2021,1107,T4,CRIMINAL CITATION,SUMMONED/CITED,HIT AND RUN:PROPERTY DAMAGE (CITE),4691,ASHER,CITED,N
SJ2021WARRANT C,SJ20213975,442184975,29,M,H,H,2/5/2021,1158,E1,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4863,BELHAMRA,CITED,N
SJ2021WARRANT C,SJ20213966,442062076,51,M,W,W,2/5/2021,350,M1,CRIMINAL CITATION,SUMMONED/CITED,EXHIBIT DEADLY WEAPON:NOT FIREARM (CITE),4794,CAMPBELL,CITED,N
SJ2021WARRANT C,SJ20213973,442064124,61,M,W,W,2/5/2021,1237,N3,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4867,ELIE,CITED,N
SJ2021WARRANT C,SJ20213977,441733867,49,M,F,F,2/5/2021,2228,M4,CRIMINAL CITATION,SUMMONED/CITED,ILLEGAL DUMPING (CITE),4778,MACINNES,CITED,N
SJ2021WARRANT C,SJ20213974,441771524,23,M,H,H,2/5/2021,1928,C3,CRIMINAL CITATION,SUMMONED/CITED,DRIVE W/O LICENSE (CITE),4772,NUNO LIZAOLA,CITED,N
SJ2021WARRANT C,SJ20213968,442139320,30,M,H,H,2/5/2021,1058,V1,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4811,SEVILLANO JR,CITED,N
