INCIDENT NO,RPT DATE,RPT TIME,INCIDENT TYPE DESCRIPTION
203373226,12/2/2020,0524,484 PC CREDIT/DEBIT CARD USE
203373227,12/2/2020,1108,484 PC CREDIT/DEBIT CARD USE
203373228,12/2/2020,1643,459 PC BURGLARY VEHICLE<$950
203373229,12/2/2020,1743,459 PC BURGLARY VEHICLE<$950
203373230,12/2/2020,1618,459 PC BURGLARY VEHICLE<$950
203373231,12/2/2020,0820,459 PC BURGLARY VEHICLE>$950
203373232,12/2/2020,1705,459 PC BURGLARY VEHICLE>$950
203373233,12/2/2020,1906,10852 VC VEHICLE TAMPERING
203373234,12/2/2020,1134,476 PC FICTICIOUS/NSF CHECK
203373235,12/2/2020,1503,484 PC CREDIT/DEBIT CARD USE
203373236,12/2/2020,1642,594 PC VANDALISM-<$400
203373237,12/2/2020,0848,459 PC BURGLARY VEHICLE>$950
203373238,12/2/2020,1458,459 PC BURGLARY VEHICLE>$950
203373239,12/2/2020,1502,459 PC BURGLARY VEHICLE>$950
203373240,12/2/2020,1519,459 PC BURGLARY VEHICLE>$950
203373241,12/2/2020,1606,459PC BURG VEH PARTS/ACC>$950
203373242,12/2/2020,1811,459 PC BURGLARY VEHICLE<$950
203373243,12/2/2020,1659,459 PC BURGLARY VEHICLE<$950
203373244,12/2/2020,1024,487 PC GRAND THEFT OTHER
203373245,12/2/2020,1956,459 PC BURGLARY VEHICLE>$950
203373246,12/2/2020,1747,459 PC BURGLARY VEHICLE>$950
203373247,12/2/2020,2039,459 PC BURGLARY VEHICLE<$950
203373248,12/2/2020,1534,PROPERTY LOST
203374000,12/2/2020,1343,20002VC HIT AND RUN-PROP DMG
203374001,12/2/2020,0526,20002VC HIT AND RUN-PROP DMG
203379500,12/2/2020,1246,487 PC FRAUD BY SCAM/SWINDLE
203379501,12/2/2020,1300,487 PC FRAUD BY SCAM/SWINDLE
203379502,12/2/2020,1303,518 PC EXTORTION
203379503,12/2/2020,1326,487 PC GRAND THEFT BIKE
203379504,12/2/2020,1327,594 PC VANDALISM-<$400
203379505,12/2/2020,1405,368DE PC ELD/DEPNDT FIN ABUSE
203379506,12/2/2020,1504,459 PC BURGLARY VEHICLE<$950
203379507,12/2/2020,1546,459 PC BURGLARY VEHICLE>$950
203379508,12/2/2020,1547,487 PC GRAND THEFT OTHER
203379509,12/2/2020,1550,1065J MISSING JUVENILE
203379510,12/2/2020,1801,1065J MISSING JUVENILE
203379511,12/2/2020,2115,1065A MISSING ADULT
203379701,12/2/2020,0900,487 PC GRAND THEFT OTHER
203379702,12/2/2020,0934,20002VC HIT AND RUN-PROP DMG
203379703,12/2/2020,1107,10851(A) VC VEHICLE THEFT
203379704,12/2/2020,1252,20002VC HIT AND RUN-PROP DMG
203379706,12/2/2020,1255,653M PC ANNOY-CALL/TEXT/EMAIL
203379707,12/2/2020,1324,487 PC FRAUD BY SCAM/SWINDLE
203379709,12/2/2020,1523,20002VC HIT AND RUN-PROP DMG
203379710,12/2/2020,1524,484PC PETTY THEFT OTHER
203379711,12/2/2020,1605,20002VC HIT AND RUN-PROP DMG
203379713,12/2/2020,1610,10851(A) VC VEHICLE THEFT
203379850,12/2/2020,0735,487 PC FRAUD BY SCAM/SWINDLE
203379851,12/2/2020,1314,647.6A1 PC ANNOY/MOLEST MINOR
203390257,12/2/2020,2300,496(A) PC RECEIVE STOLEN PROP
95,12/2/2020,0700,23900 PC TAMPER W/FIREARM ID
96,12/2/2020,0700,30600 PC POSN ANY ASLT WEAP
203309747,12/3/2020,1323,273AB PC CHLD ABUSE NOT AGG
203309748,12/3/2020,1446,273AB PC CHLD ABUSE NOT AGG
203309756,12/3/2020,1405,273AB PC CHLD ABUSE NOT AGG
203370202,12/3/2020,0919,30600 PC POSN ANY ASLT WEAP
203370730,12/3/2020,0155,20002VC HIT AND RUN-PROP DMG
203370867,12/3/2020,0138,273.6APC DV RESTRAIN ORD VIOL
203370871,12/3/2020,0221,11377(A) HS POSN CNTRLD SUBS
203379718,12/3/2020,1158,273.6APC DV RESTRAIN ORD VIOL
203380017,12/3/2020,0028,10851(A) VC VEHICLE THEFT
203380027,12/3/2020,0048,242 PC BATTERY
203380050,12/3/2020,0131,1065A MISSING ADULT
203380051,12/3/2020,0133,485 PC APPROPRIATE LOST PROP
203380065,12/3/2020,0227,11364 HS DRUG PARAPHERNALIA
203380066,12/3/2020,0207,594 PC VANDALISM-$400 OR MORE
203380070,12/3/2020,0645,243(E)(1) PC BATTERY DOMESTIC
203380081,12/3/2020,0905,1065A MISSING ADULT
203380085,12/3/2020,0438,10851(A) VC VEHICLE THEFT
203380092,12/3/2020,0344,5150 WI 72 HR MENTAL HOLD
203380096,12/3/2020,0358,459 PC BURG RESD-FORCE
203380099,12/3/2020,0403,459 PC BURG COMM-FORCE
203380102,12/3/2020,0425,215(A) PC ROBBERY CARJACKING
203380104,12/3/2020,0459,20002VC HIT AND RUN-PROP DMG
203380105,12/3/2020,0805,459 PC BURG COMM-FORCE
203380127,12/3/2020,0611,INFORMATION ONLY
203380129,12/3/2020,0703,10851(A) VC VEHICLE THEFT
203380141,12/3/2020,0851,459 PC BURG COMM-FORCE
203380147,12/3/2020,0820,10851(A) VC VEHICLE THEFT
203380152,12/3/2020,0929,459 PC BURGLARY SHOPLIFT>$950
203380170,12/3/2020,1040,11378 HS POSN CNTRLD SUBS SALE
203380172,12/3/2020,0931,10851(A) VC VEHICLE THEFT
203380183,12/3/2020,0843,STOLEN PLATE
203380188,12/3/2020,0852,487 PC GRAND THEFT OTHER
203380199,12/3/2020,0855,484PC PETTY THEFT OTHER
203380208,12/3/2020,1145,10851R OUTSIDE AGENCY RECOVERY
203380217,12/3/2020,1058,10852 VC VEHICLE TAMPERING
203380234,12/3/2020,1045,19200A-33600 POSN DNGROUS WEAP
203380236,12/3/2020,1102,10851(A) VC VEHICLE THEFT
203380237,12/3/2020,0954,245A1 PC ASSAULT W/O FIREARM
203380251,12/3/2020,1126,459 PC BURGLARY VEHICLE>$950
203380254,12/3/2020,1014,459 PC BURG RESD-NO FORCE
203380255,12/3/2020,1200,236.1 PC HUMAN TRAFFICKING
203380258,12/3/2020,1017,484PC PETTY THEFT BIKE
203380259,12/3/2020,1017,PROPERTY FOUND-GENERAL
203380260,12/3/2020,1125,5150 WI 72 HR MENTAL HOLD
203380261,12/3/2020,1306,PROPERTY FOUND-GENERAL
203380271,12/3/2020,1252,10851(A) VC VEHICLE THEFT
203380279,12/3/2020,1037,594 PC VANDALISM-$400 OR MORE
203380280,12/3/2020,1107,10851R OUTSIDE AGENCY RECOVERY
203380283,12/3/2020,1038,10851R OUTSIDE AGENCY RECOVERY
203380291,12/3/2020,1045,10851R OUTSIDE AGENCY RECOVERY
203380292,12/3/2020,1127,10851(A) VC VEHICLE THEFT
203380295,12/3/2020,1049,SUSPICIOUS CIRCUMSTANCES
203380299,12/3/2020,1217,10851(A) VC VEHICLE THEFT
203380309,12/3/2020,1335,5150 WI 72 HR MENTAL HOLD
203380320,12/3/2020,1115,10851(A) VC VEHICLE THEFT
203380324,12/3/2020,1227,10851(A) VC VEHICLE THEFT
203380328,12/3/2020,1125,594 PC VANDALISM-$400 OR MORE
203380330,12/3/2020,1128,459 PC BURGLARY VEHICLE<$950
203380337,12/3/2020,1450,INFORMATION ONLY
203380342,12/3/2020,1147,10851(A) VC VEHICLE THEFT
203380361,12/3/2020,1207,1181 VEH ACCIDENT-MINOR INJURY
203380365,12/3/2020,1213,STOLEN PLATE
203380366,12/3/2020,1215,STOLEN PLATE
203380375,12/3/2020,1225,1056A SUICIDE ATTEMPT
203380378,12/3/2020,2254,594 PC VANDALISM-$400 OR MORE
203380380,12/3/2020,1227,242 PC BATTERY
203380393,12/3/2020,1740,148(A)(1) PC RESIST ARREST
203380395,12/3/2020,1243,484PC PETTY THEFT SHOPLIFT<950
203380413,12/3/2020,1256,10851R OUTSIDE AGENCY RECOVERY
203380424,12/3/2020,1539,459 PC BURG RESD-FORCE
203380431,12/3/2020,1316,243(E)(1) PC BATTERY DOMESTIC
203380434,12/3/2020,1556,487 PC GRAND THEFT OTHER
203380438,12/3/2020,1655,368(B)1 PC ELDER/DEPNDT ABUSE
203380442,12/3/2020,1333,OTHER MISDEMEANOR
203380449,12/3/2020,1341,594 PC VANDALISM-$400 OR MORE
203380457,12/3/2020,1502,470(A) PC FORGERY
203380467,12/3/2020,1359,484PC PETTY THEFT OTHER
203380469,12/3/2020,1613,1182 VEH ACCIDENT-PROPERTY DMG
203380471,12/3/2020,1402,459 PC BURG SCHOOL-FORCE
203380472,12/3/2020,1403,240 PC ASSAULT
203380480,12/3/2020,1411,484PC PETTY THEFT SHOPLIFT<950
203380486,12/3/2020,1450,487 PC GRAND THEFT OTHER
203380501,12/3/2020,1603,459 PC BURGLARY VEHICLE<$950
203380511,12/3/2020,1458,242 PC BATTERY
203380521,12/3/2020,1500,242 PC BATTERY
203380524,12/3/2020,1503,10851R OUTSIDE AGENCY RECOVERY
203380526,12/3/2020,1505,VIN CHECK
203380528,12/3/2020,1806,5150 WI 72 HR MENTAL HOLD
203380539,12/3/2020,1944,484PC PETTY THEFT FROM BLDG
203380544,12/3/2020,1522,10851(A) VC VEHICLE THEFT
203380547,12/3/2020,1359,484PC PETTY THEFT OTHER
203380570,12/3/2020,1611,INFORMATION ONLY
203380571,12/3/2020,1556,1182 VEH ACCIDENT-PROPERTY DMG
203380577,12/3/2020,1948,288(A) PC L&L W/ UNDER 14YRS
203380584,12/3/2020,1612,148(A)(1) PC RESIST ARREST
203380585,12/3/2020,1743,10851(A) VC VEHICLE THEFT
203380595,12/3/2020,1617,1182 VEH ACCIDENT-PROPERTY DMG
203380601,12/3/2020,1620,11350 HS NARCOTICS POSSESSION
203380603,12/3/2020,1621,10851(A) VC VEHICLE THEFT
203380611,12/3/2020,1640,INFORMATION ONLY
203380615,12/3/2020,1636,10851(A) VC VEHICLE THEFT
203380623,12/3/2020,1643,487 PC GRAND THEFT OTHER
203380628,12/3/2020,1456,487 PC GRAND THEFT OTHER
203380634,12/3/2020,2056,243.4 PC BATTERY SEXUAL
203380642,12/3/2020,1654,487 PC GRAND THEFT OTHER
203380647,12/3/2020,1656,459 PC BURG RESD-NO FORCE
203380651,12/3/2020,1704,11364 HS DRUG PARAPHERNALIA
203380657,12/3/2020,1818,470A PC FORGE/ALT/FALSFY DL/ID
203380662,12/3/2020,1903,243(B) PC BATTERY ON AN OFC
203380668,12/3/2020,1716,1181 VEH ACCIDENT-MINOR INJURY
203380679,12/3/2020,2155,1181 VEH ACCIDENT-MINOR INJURY
203380680,12/3/2020,2118,RECOVERED PLATE
203380686,12/3/2020,2114,5150 WI 72 HR MENTAL HOLD
203380703,12/3/2020,1800,20001 VC HIT AND RUN-DEATH/INJ
203380709,12/3/2020,1804,594 PC VANDALISM-<$400
203380716,12/3/2020,2052,243(E)(1) PC BATTERY DOMESTIC
203380722,12/3/2020,1825,602 PC TRESPASSING
203380723,12/3/2020,1826,5150 WI 72 HR MENTAL HOLD
203380730,12/3/2020,1900,STOP INFO ONLY
203380731,12/3/2020,1845,10851(A) VC VEHICLE THEFT
203380743,12/3/2020,1912,SUSPICIOUS CIRCUMSTANCES
203380745,12/3/2020,2054,10852 VC VEHICLE TAMPERING
203380748,12/3/2020,2111,11377(A) HS POSN CNTRLD SUBS
203380756,12/3/2020,1904,10851(A) VC VEHICLE THEFT
203380764,12/3/2020,1913,166 PC VIOLATE COURT ORDER
203380765,12/3/2020,1913,484PC PETTY THEFT OTHER
203380770,12/3/2020,1916,5150 WI 72 HR MENTAL HOLD
203380775,12/3/2020,2022,242 PC BATTERY
203380785,12/3/2020,2103,INFORMATION ONLY
203380795,12/3/2020,1937,459 PC BURG RESD-FORCE
203380796,12/3/2020,1941,10851(A) VC VEHICLE THEFT
203380811,12/3/2020,1953,487 PC GRAND THEFT OTHER
203380823,12/3/2020,2016,496(A) PC RECEIVE STOLEN PROP
203380831,12/3/2020,2014,484 PC CREDIT/DEBIT CARD USE
203380833,12/3/2020,2021,10851(A) VC VEHICLE THEFT
203380836,12/3/2020,2103,23152A VC DUI ALCOHOL/DRUGS
203380842,12/3/2020,2030,273.6APC DV RESTRAIN ORD VIOL
203380858,12/3/2020,2100,5150 WI 72 HR MENTAL HOLD
203380869,12/3/2020,2113,5150 WI 72 HR MENTAL HOLD
203380893,12/3/2020,2155,10851(A) VC VEHICLE THEFT
203380904,12/3/2020,2322,10851(A) VC VEHICLE THEFT
203380908,12/3/2020,2216,10851(A) VC VEHICLE THEFT
203380909,12/3/2020,2218,459 PC BURG RESD-NO FORCE
203380911,12/3/2020,2320,23152A VC DUI ALCOHOL/DRUGS
203380923,12/3/2020,2229,20002VC HIT AND RUN-PROP DMG
203380930,12/3/2020,2240,SUSPICIOUS CIRCUMSTANCES
203380938,12/3/2020,2248,487 PC GRAND THEFT OTHER
203380953,12/3/2020,2312,SUSPICIOUS CIRCUMSTANCES
203380959,12/3/2020,2325,273.5(A) PC DV MINOR INJURY
203380960,12/3/2020,2327,166 PC VIOLATE COURT ORDER
203383200,12/3/2020,0744,PROPERTY LOST
203383201,12/3/2020,0649,459 PC BURGLARY VEHICLE<$950
203383202,12/3/2020,0914,459PC BURG VEH PARTS/ACC>$950
203383203,12/3/2020,2226,PROPERTY LOST
203383204,12/3/2020,2211,10852 VC VEHICLE TAMPERING
203383205,12/3/2020,2204,484PC PETTY THEFT FROM BLDG
203383206,12/3/2020,2158,459PC BURG VEH PARTS/ACC>$950
203383207,12/3/2020,2149,484PC PETTY THEFT FROM BLDG
203383208,12/3/2020,2045,487 PC FRAUD BY SCAM/SWINDLE
203383209,12/3/2020,2022,459 PC BURGLARY VEHICLE<$950
203383210,12/3/2020,1948,459PC BURG VEH PARTS/ACC>$950
203383211,12/3/2020,1917,PROPERTY LOST
203383212,12/3/2020,1813,459 PC BURGLARY VEHICLE<$950
203383213,12/3/2020,1756,530.5 PC IDENTITY THEFT
203383214,12/3/2020,1753,PROPERTY LOST
203383215,12/3/2020,1735,487 PC GRAND THEFT OTHER
203383216,12/3/2020,1704,PROPERTY LOST
203383217,12/3/2020,1659,487 PC GRAND THEFT FROM BLDG
203383218,12/3/2020,1652,PROPERTY LOST
203383219,12/3/2020,1558,10852 VC VEHICLE TAMPERING
203383220,12/3/2020,1543,459 PC BURGLARY VEHICLE<$950
203383221,12/3/2020,1529,484PC PETTY THEFT OTHER
203383222,12/3/2020,1502,459 PC BURGLARY VEHICLE<$950
203383223,12/3/2020,1501,484 PC CREDIT/DEBIT CARD USE
203383224,12/3/2020,1500,10852 VC VEHICLE TAMPERING
203383225,12/3/2020,1456,459 PC BURGLARY VEHICLE<$950
203383226,12/3/2020,1442,10852 VC VEHICLE TAMPERING
203383227,12/3/2020,1706,10852 VC VEHICLE TAMPERING
203383228,12/3/2020,1422,PROPERTY LOST
203383229,12/3/2020,1418,PROPERTY LOST
203383230,12/3/2020,1400,PROPERTY LOST
203383231,12/3/2020,1357,459 PC BURGLARY VEHICLE<$950
203383232,12/3/2020,1352,459PC BURG VEH PARTS/ACC>$950
203383233,12/3/2020,1210,459PC BURG VEH PARTS/ACC>$950
203383234,12/3/2020,1206,PROPERTY LOST
203383235,12/3/2020,1500,PROPERTY LOST
203383236,12/3/2020,1105,530.5 PC IDENTITY THEFT
203383237,12/3/2020,1002,10852 VC VEHICLE TAMPERING
203383238,12/3/2020,0958,459PC BURG VEH PARTS/ACC>$950
203383239,12/3/2020,0954,10852 VC VEHICLE TAMPERING
203383240,12/3/2020,0952,594 PC VANDALISM-<$400
203383241,12/3/2020,0943,PROPERTY LOST
203383242,12/3/2020,0905,484PC PETTY THEFT OTHER
203383243,12/3/2020,0852,484 PC CREDIT/DEBIT CARD USE
203383244,12/3/2020,0015,484PC PETTY THEFT FROM BLDG
203383245,12/3/2020,1352,459 PC BURGLARY VEHICLE<$950
203383246,12/3/2020,0957,459 PC BURGLARY VEHICLE>$950
203383247,12/3/2020,0924,459PC BURG VEH PARTS/ACC>$950
203383248,12/3/2020,1209,594 PC VANDALISM-<$400
203383249,12/3/2020,2036,459 PC BURGLARY VEHICLE<$950
203383250,12/3/2020,1906,459 PC BURGLARY VEHICLE<$950
203383251,12/3/2020,2111,PROPERTY LOST
203383252,12/3/2020,1643,459 PC BURGLARY VEHICLE>$950
203383253,12/3/2020,0931,487 PC PICK POCKET
203383254,12/3/2020,1157,487 PC GRAND THEFT OTHER
203384000,12/3/2020,0102,20002VC HIT AND RUN-PROP DMG
203384001,12/3/2020,0948,20002VC HIT AND RUN-PROP DMG
203389500,12/3/2020,1248,459 PC BURGLARY VEHICLE>$950
203389501,12/3/2020,1255,459 PC BURGLARY VEHICLE>$950
203389502,12/3/2020,1319,422 PC CRIMINAL THREATS
203389503,12/3/2020,1340,518 PC EXTORTION
203389504,12/3/2020,1419,484 PC CREDIT/DEBIT CARD USE
203389505,12/3/2020,1424,1065J MISSING JUVENILE
203389506,12/3/2020,1430,242 PC BATTERY
203389507,12/3/2020,1439,1065J MISSING JUVENILE
203389508,12/3/2020,1449,1065A MISSING ADULT
203389509,12/3/2020,1451,240 PC ASSAULT
203389510,12/3/2020,1459,653M PC ANNOY-CALL/TEXT/EMAIL
203389511,12/3/2020,1501,422 PC CRIMINAL THREATS
203389512,12/3/2020,1502,487 PC GRAND THEFT FROM BLDG
203389513,12/3/2020,1516,1065A MISSING ADULT
203389514,12/3/2020,1634,PROPERTY LOST
203389515,12/3/2020,2015,1065A MISSING ADULT
203389716,12/3/2020,1028,20002VC HIT AND RUN-PROP DMG
203389717,12/3/2020,1121,1181 VEH ACCIDENT-MINOR INJURY
203389719,12/3/2020,1217,166 PC VIOLATE COURT ORDER
203389720,12/3/2020,1254,OTHER MISDEMEANOR
203389721,12/3/2020,2005,1182 VEH ACCIDENT-PROPERTY DMG
203389722,12/3/2020,1437,20002VC HIT AND RUN-PROP DMG
203389723,12/3/2020,1623,INFORMATION ONLY
203389724,12/3/2020,1803,PROPERTY FOUND-GENERAL
203880363,12/3/2020,1329,10852 VC VEHICLE TAMPERING
202560532,12/4/2020,0856,23222(B) VC  MARIJ<1 OZ/DRIV
203309749,12/4/2020,1218,270PC NEGLECT/FAIL TO PROVIDE
203309750,12/4/2020,1318,270PC NEGLECT/FAIL TO PROVIDE
203309751,12/4/2020,1355,288(A) PC L&L W/ UNDER 14YRS
203309752,12/4/2020,1632,273AB PC CHLD ABUSE NOT AGG
203309753,12/4/2020,1729,270PC NEGLECT/FAIL TO PROVIDE
203310375,12/4/2020,1625,INFORMATION ONLY
203380385,12/4/2020,0024,211 PC ROBBERY STRONG-ARM
203380523,12/4/2020,0331,11364 HS DRUG PARAPHERNALIA
203380614,12/4/2020,1644,20002VC HIT AND RUN-PROP DMG
203380769,12/4/2020,0340,245A1 PC ASSAULT W/O FIREARM
203380874,12/4/2020,0049,245A1 PC ASSAULT W/O FIREARM
203390012,12/4/2020,0029,10851(A) VC VEHICLE THEFT
203390031,12/4/2020,0034,245A1 PC ASSAULT W/O FIREARM
203390040,12/4/2020,0201,5150 WI 72 HR MENTAL HOLD
203390043,12/4/2020,0409,11377(A) HS POSN CNTRLD SUBS
203390061,12/4/2020,0428,459 PC BURG COMM-FORCE
203390064,12/4/2020,0153,459 PC BURG COMM-FORCE
203390073,12/4/2020,0307,INFORMATION ONLY
203390080,12/4/2020,0248,69 PC RESIST EXEC OFC
203390082,12/4/2020,0254,273.5(A) PC DV MINOR INJURY
203390104,12/4/2020,0406,459 PC BURG COMM-FORCE
203390105,12/4/2020,0414,459 PC BURG COMM-FORCE
203390106,12/4/2020,0430,459 PC BURG COMM-FORCE
203390108,12/4/2020,0424,459 PC BURG COMM-FORCE
203390115,12/4/2020,0445,STOP INFO ONLY
203390116,12/4/2020,0447,273.5(A) PC DV MINOR INJURY
203390121,12/4/2020,0456,459 PC BURG COMM-FORCE
203390133,12/4/2020,0614,594 PC VANDALISM-$400 OR MORE
203390135,12/4/2020,0618,10851(A) VC VEHICLE THEFT
203390136,12/4/2020,0621,10851(A) VC VEHICLE THEFT
203390139,12/4/2020,0832,10851(A) VC VEHICLE THEFT
203390141,12/4/2020,0634,211 PC ROBBERY STRONG-ARM
203390143,12/4/2020,0854,594 PC VANDALISM-$400 OR MORE
203390146,12/4/2020,1009,459 PC BURGLARY VEHICLE<$950
203390148,12/4/2020,0905,10851(A) VC VEHICLE THEFT
203390150,12/4/2020,0702,166 PC VIOLATE COURT ORDER
203390156,12/4/2020,0709,10851(A) VC VEHICLE THEFT
203390162,12/4/2020,1317,602 PC TRESPASSING
203390163,12/4/2020,0724,484PC PETTY THEFT OTHER
203390164,12/4/2020,0727,459 PC BURG COMM-FORCE
203390165,12/4/2020,0727,594 PC VANDALISM-$400 OR MORE
203390171,12/4/2020,0836,594 PC VANDALISM-GRAFFITI
203390176,12/4/2020,0745,10851(A) VC VEHICLE THEFT
203390186,12/4/2020,0815,5150 WI 72 HR MENTAL HOLD
203390187,12/4/2020,0815,484PC PETTY THEFT OTHER
203390201,12/4/2020,1440,11377(A) HS POSN CNTRLD SUBS
203390205,12/4/2020,1006,11377(A) HS POSN CNTRLD SUBS
203390207,12/4/2020,0915,11377(A) HS POSN CNTRLD SUBS
203390209,12/4/2020,0852,OTHER MISDEMEANOR
203390213,12/4/2020,0856,20002VC HIT AND RUN-PROP DMG
203390220,12/4/2020,0905,1182 VEH ACCIDENT-PROPERTY DMG
203390221,12/4/2020,0915,11364 HS DRUG PARAPHERNALIA
203390225,12/4/2020,0916,459 PC BURG RESD-FORCE
203390228,12/4/2020,1015,10851(A) VC VEHICLE THEFT
203390229,12/4/2020,0920,11378 HS POSN CNTRLD SUBS SALE
203390231,12/4/2020,1015,11377(A) HS POSN CNTRLD SUBS
203390232,12/4/2020,1109,459PC BURG VEH PARTS/ACC>$950
203390235,12/4/2020,1500,5150 WI 72 HR MENTAL HOLD
203390240,12/4/2020,1024,11377(A) HS POSN CNTRLD SUBS
203390242,12/4/2020,0928,11364 HS DRUG PARAPHERNALIA
203390252,12/4/2020,0939,10851(A) VC VEHICLE THEFT
203390259,12/4/2020,1019,459 PC BURGLARY VEHICLE>$950
203390260,12/4/2020,0952,148.9 PC FLS INFO TO OFC
203390261,12/4/2020,0952,11364 HS DRUG PARAPHERNALIA
203390271,12/4/2020,1230,10851(A) VC VEHICLE THEFT
203390272,12/4/2020,1041,273.5(A) PC DV SBI OR WEAPON
203390275,12/4/2020,1002,242 PC BATTERY
203390279,12/4/2020,1022,11377(A) HS POSN CNTRLD SUBS
203390281,12/4/2020,1007,11357A HS POSN CONC CANNABIS
203390284,12/4/2020,1108,10851(A) VC VEHICLE THEFT
203390285,12/4/2020,1012,10851(A) VC VEHICLE THEFT
203390287,12/4/2020,1229,10851(A) VC VEHICLE THEFT
203390292,12/4/2020,1018,STOP INFO ONLY
203390294,12/4/2020,1021,476 PC FICTICIOUS/NSF CHECK
203390300,12/4/2020,1028,STOLEN PLATE
203390303,12/4/2020,1030,422 PC CRIMINAL THREATS
203390304,12/4/2020,1514,459 PC BURG COMM-FORCE
203390311,12/4/2020,1040,459 PC BURG RESD-FORCE
203390313,12/4/2020,1116,11364 HS DRUG PARAPHERNALIA
203390315,12/4/2020,1159,11377(A) HS POSN CNTRLD SUBS
203390316,12/4/2020,1120,11377(A) HS POSN CNTRLD SUBS
203390318,12/4/2020,1053,10851R OUTSIDE AGENCY RECOVERY
203390327,12/4/2020,1329,484PC PETTY THEFT OTHER
203390340,12/4/2020,1105,485 PC APPROPRIATE LOST PROP
203390349,12/4/2020,1219,1181 VEH ACCIDENT-MINOR INJURY
203390352,12/4/2020,1155,10851(A) VC VEHICLE THEFT
203390359,12/4/2020,1457,10851(A) VC VEHICLE THEFT
203390367,12/4/2020,1135,215(A) PC ROBBERY CARJACKING
203390368,12/4/2020,1200,11364 HS DRUG PARAPHERNALIA
203390371,12/4/2020,1224,11377(A) HS POSN CNTRLD SUBS
203390381,12/4/2020,1153,11377(A) HS POSN CNTRLD SUBS
203390384,12/4/2020,1145,11377(A) HS POSN CNTRLD SUBS
203390388,12/4/2020,1151,211 PC ROBBERY STRONG-ARM
203390400,12/4/2020,1157,11364 HS DRUG PARAPHERNALIA
203390402,12/4/2020,1237,242 PC BATTERY
203390405,12/4/2020,1159,1055 DEATH/DEAD BODY
203390418,12/4/2020,1212,211 PC ROBBERY STRONG-ARM
203390428,12/4/2020,1235,484PC PETTY THEFT OTHER
203390435,12/4/2020,1229,273.5(A) PC DV SBI OR WEAPON
203390446,12/4/2020,1243,21510 PC POSN SWITCHBLADE KNIF
203390459,12/4/2020,1258,1065A MISSING ADULT
203390464,12/4/2020,1707,166 PC VIOLATE COURT ORDER
203390469,12/4/2020,1439,10851(A) VC VEHICLE THEFT
203390472,12/4/2020,1314,10851(A) VC VEHICLE THEFT
203390474,12/4/2020,1317,484PC PETTY THEFT OTHER
203390475,12/4/2020,1318,594 PC VANDALISM-$400 OR MORE
203390478,12/4/2020,1319,STOP INFO ONLY
203390493,12/4/2020,1333,STOLEN PLATE
203390499,12/4/2020,1337,290(B) PC SEX FAIL TO REG/FEL
203390504,12/4/2020,1345,INFORMATION ONLY
203390509,12/4/2020,1703,23222(B) VC  MARIJ<1 OZ/DRIV
203390510,12/4/2020,1559,5150 WI 72 HR MENTAL HOLD
203390513,12/4/2020,1405,1055 DEATH/DEAD BODY
203390519,12/4/2020,1413,23222(B) VC  MARIJ<1 OZ/DRIV
203390520,12/4/2020,1733,10851(A) VC VEHICLE THEFT
203390529,12/4/2020,1421,368(B)1 PC ELDER/DEPNDT ABUSE
203390533,12/4/2020,1425,STOLEN PLATE
203390536,12/4/2020,1610,11377(A) HS POSN CNTRLD SUBS
203390540,12/4/2020,1434,WARRANT & FUGITIVE
203390556,12/4/2020,1455,484PC PETTY THEFT OTHER
203390566,12/4/2020,1518,STOP INFO ONLY
203390571,12/4/2020,1510,STOLEN PLATE
203390578,12/4/2020,1517,PROPERTY FOUND-GENERAL
203390579,12/4/2020,1526,11364 HS DRUG PARAPHERNALIA
203390601,12/4/2020,1548,10851R OUTSIDE AGENCY RECOVERY
203390606,12/4/2020,1744,273.6APC DV RESTRAIN ORD VIOL
203390607,12/4/2020,1546,11377(A) HS POSN CNTRLD SUBS
203390611,12/4/2020,1600,646.9(A) PC STALKING
203390617,12/4/2020,1557,484PC PETTY THEFT OTHER
203390621,12/4/2020,1600,451(D) PC ARSON PROPERTY
203390622,12/4/2020,1711,242 PC BATTERY
203390631,12/4/2020,1610,1181 VEH ACCIDENT-MINOR INJURY
203390645,12/4/2020,1624,11550(A)HS UNDR INFL CNTRL SUB
203390646,12/4/2020,1624,1065A MISSING ADULT
203390660,12/4/2020,2035,10851(A) VC VEHICLE THEFT
203390667,12/4/2020,1642,10851(A) VC VEHICLE THEFT
203390672,12/4/2020,1645,10851(A) VC VEHICLE THEFT
203390673,12/4/2020,2321,SUSPICIOUS CIRCUMSTANCES
203390676,12/4/2020,1752,5150 WI 72 HR MENTAL HOLD
203390686,12/4/2020,1658,MUNICIPAL CODE VIOLATION
203390690,12/4/2020,1652,STOLEN PLATE
203390696,12/4/2020,1707,594 PC VANDALISM-<$400
203390698,12/4/2020,1709,10851(A) VC VEHICLE THEFT
203390699,12/4/2020,1710,INFORMATION ONLY
203390708,12/4/2020,1808,166 PC VIOLATE COURT ORDER
203390740,12/4/2020,1748,245A1 PC ASSAULT W/O FIREARM
203390745,12/4/2020,1752,1182 VEH ACCIDENT-PROPERTY DMG
203390749,12/4/2020,1849,487 PC GRAND THEFT OTHER
203390751,12/4/2020,1757,459 PC BURG RESD-NO FORCE
203390762,12/4/2020,1831,11377(A) HS POSN CNTRLD SUBS
